"ameslist.SalePrice" "ameslist.YearBuilt" "ameslist.YearRemodAdd" "ameslist.BsmtFinSF1" "ameslist.BsmtUnfSF" "ameslist.BsmtFinSF2" "ameslist.TotalBsmtSF" "ameslist.X1stFlrSF" "ameslist.X2ndFlrSF" "ameslist.LowQualFinSF" "ameslist.GrLivArea" "ameslist.FullBath"
"410" 339750 2007 2008 789 245 0 1034 1050 1028 0 2078 2
"411" 60000 1958 1958 0 1276 0 1276 1276 0 0 1276 1
"412" 145000 1955 1955 1056 0 0 1056 1056 0 0 1056 1
"413" 222000 2009 2009 578 892 0 1470 1478 0 0 1478 2
"414" 115000 1927 1950 0 1008 0 1008 1028 0 0 1028 1
"415" 228000 1993 1993 50 499 531 1080 1080 1017 0 2097 2
"416" 181134 2007 2007 24 1316 0 1340 1340 0 0 1340 2
"417" 149500 1978 1978 209 463 0 672 672 728 0 1400 1
"418" 239000 1918 1950 1128 242 0 1370 1370 1254 0 2624 2
"419" 126000 1940 1950 312 444 0 756 756 378 0 1134 1
"420" 142000 1968 1968 775 281 0 1056 1056 0 0 1056 1
"421" 206300 1997 1998 1309 35 0 1344 1344 0 0 1344 2
"422" 215000 1977 2000 1246 356 0 1602 1602 0 0 1602 2
"423" 113000 1954 1954 0 988 0 988 988 0 0 988 1
"424" 315000 1998 1998 986 484 0 1470 1470 1160 0 2630 2
"425" 139000 1956 1956 616 580 0 1196 1196 0 0 1196 1
"426" 135000 1946 1992 0 651 0 651 707 682 0 1389 1
"427" 275000 1989 1989 1518 0 0 1518 1644 0 0 1644 2
"428" 109008 1957 1957 288 619 0 907 907 0 0 907 1
"429" 195400 2007 2007 664 544 0 1208 1208 0 0 1208 2
"430" 175000 1988 1988 1005 387 0 1392 1412 0 0 1412 2
"431" 85400 1971 1971 387 96 0 483 483 504 0 987 1
"432" 79900 1920 1998 0 901 0 901 1088 110 0 1198 1
"433" 122500 1971 1971 471 294 0 765 765 600 0 1365 1
"434" 181000 1997 1998 0 926 0 926 926 678 0 1604 2
"435" 81000 1972 1972 495 135 0 630 630 0 0 630 1
"436" 212000 1996 1996 385 70 344 799 827 834 0 1661 2
"437" 116000 1920 1950 0 648 0 648 734 384 0 1118 1
"438" 119000 1926 2004 0 884 0 884 904 0 0 904 1
"439" 90350 1913 2002 365 75 0 440 694 0 0 694 1
"440" 110000 1920 2000 0 684 0 684 684 512 0 1196 1
"441" 555000 2008 2008 1767 788 539 3094 2402 0 0 2402 2
"442" 118000 1955 1955 133 1307 0 1440 1440 0 0 1440 2
"443" 162900 1930 1992 0 1078 0 1078 1128 445 0 1573 2
"444" 172500 2006 2007 0 1258 0 1258 1258 0 0 1258 2
"445" 210000 1994 1995 642 273 0 915 933 975 0 1908 2
"446" 127500 1956 1956 0 1436 0 1436 1689 0 0 1689 1
"447" 190000 1966 2002 247 557 713 1517 1888 0 0 1888 2
"448" 199900 1998 1999 0 930 0 930 956 930 0 1886 2
"449" 119500 1937 1950 0 780 0 780 780 596 0 1376 2
"450" 120000 1948 2002 331 318 0 649 679 504 0 1183 1
"451" 110000 1930 2005 0 813 0 813 813 0 0 813 1
"452" 280000 1975 1975 655 878 0 1533 1533 0 0 1533 2
"453" 204000 1996 1997 742 130 0 872 888 868 0 1756 2
"454" 210000 2008 2008 0 768 0 768 786 804 0 1590 2
"455" 188000 1976 1976 1606 122 0 1728 1728 0 0 1728 2
"456" 175500 1973 1973 916 326 0 1242 1242 0 0 1242 1
"457" 98000 1916 1950 0 624 0 624 624 720 0 1344 1
"458" 256000 1954 1994 1116 248 0 1364 1663 0 0 1663 1
"459" 161000 1925 1996 0 588 0 588 833 833 0 1666 1
"460" 110000 1950 1950 185 524 0 709 979 224 0 1203 1
"461" 263435 2009 2009 544 288 0 832 832 1103 0 1935 2
"462" 155000 1936 2007 350 0 210 560 575 560 0 1135 1
"463" 62383 1965 1965 553 0 311 864 864 0 0 864 1
"464" 188700 1934 1995 326 389 0 715 849 811 0 1660 1
"465" 124000 1978 1978 616 424 0 1040 1040 0 0 1040 2
"466" 178740 2004 2004 0 1375 0 1375 1414 0 0 1414 2
"467" 167000 1970 1970 778 499 0 1277 1277 0 0 1277 1
"468" 146500 1942 1995 386 342 0 728 888 756 0 1644 1
"469" 250000 2006 2006 0 1626 0 1626 1634 0 0 1634 2
"470" 187000 1993 1993 426 406 0 832 832 878 0 1710 2
"471" 212000 1985 1985 368 0 1120 1488 1502 0 0 1502 1
"472" 190000 1977 1977 0 808 0 808 1161 808 0 1969 2
"473" 148000 2005 2005 459 88 0 547 1072 0 0 1072 1
"474" 440000 2006 2007 1350 626 0 1976 1976 0 0 1976 2
"475" 251000 2000 2000 1196 298 0 1494 1652 0 0 1652 2
"476" 132500 1963 1963 630 340 0 970 970 0 0 970 1
"477" 208900 1997 1998 994 484 0 1478 1493 0 0 1493 2
"478" 380000 2006 2006 0 2153 0 2153 2069 574 0 2643 2
"479" 297000 2007 2008 1288 417 0 1705 1718 0 0 1718 2
"480" 89471 1937 2000 168 739 0 907 1131 0 0 1131 1
"481" 326000 2004 2005 1261 572 0 1833 1850 0 0 1850 2
"482" 374000 2003 2004 1567 225 0 1792 1792 0 0 1792 2
"483" 155000 1915 2005 299 611 0 910 916 910 0 1826 1
"484" 164000 1998 1998 897 319 0 1216 1216 0 0 1216 2
"485" 132500 1962 2001 588 411 0 999 999 0 0 999 1
"486" 147000 1950 2007 607 506 0 1113 1113 0 0 1113 1
"487" 156000 1965 1965 836 237 0 1073 1073 0 0 1073 1
"488" 175000 1971 1971 998 486 0 1484 1484 0 0 1484 2
"489" 160000 1900 1970 664 290 0 954 1766 648 0 2414 2
"490" 86000 1970 2002 515 115 0 630 630 0 0 630 1
"491" 115000 1976 1976 0 264 0 264 616 688 0 1304 1
"492" 133000 1941 1950 403 238 165 806 958 620 0 1578 1
"493" 172785 2006 2006 0 728 0 728 728 728 0 1456 2
"494" 155000 1960 1960 374 363 532 1269 1269 0 0 1269 1
"495" 91300 1938 1996 0 190 0 190 886 0 0 886 1
"496" 34900 1920 1950 495 225 0 720 720 0 0 720 1
"497" 430000 1992 1993 1231 1969 0 3200 3228 0 0 3228 3
"498" 184000 1925 1950 329 697 0 1026 1133 687 0 1820 2
"499" 130000 1967 2004 450 414 0 864 899 0 0 899 1
"500" 120000 1958 1985 111 522 279 912 912 0 0 912 1
"501" 113000 1973 1973 356 316 0 672 672 546 0 1218 1
"502" 226700 2005 2005 400 466 0 866 866 902 0 1768 2
"503" 140000 1965 1965 698 420 96 1214 1214 0 0 1214 1
"504" 289000 1959 1997 1247 254 0 1501 1801 0 0 1801 2
"505" 147000 1974 1974 257 103 495 855 855 467 0 1322 2
"506" 124500 1952 1952 0 960 0 960 960 1000 0 1960 2
"507" 215000 1993 1994 380 397 0 777 1065 846 0 1911 2
"508" 208300 2009 2009 27 1191 0 1218 1218 0 0 1218 2
"509" 161000 1928 2005 141 548 0 689 689 689 0 1378 2
"510" 124500 1959 1959 991 50 0 1041 1041 0 0 1041 1
"511" 164900 1951 2000 650 178 180 1008 1363 0 0 1363 1
"512" 202665 2005 2006 0 1368 0 1368 1368 0 0 1368 2
"513" 129900 1958 1958 521 169 174 864 864 0 0 864 1
"514" 134000 1983 1983 336 748 0 1084 1080 0 0 1080 1
"515" 96500 1926 1950 0 768 0 768 789 0 0 789 1
"516" 402861 2009 2009 1436 570 0 2006 2020 0 0 2020 2
"517" 158000 1972 1972 0 689 0 689 1378 741 0 2119 2
"518" 265000 1996 1997 0 1264 0 1264 1277 1067 0 2344 2
"519" 211000 1998 1998 706 88 0 794 882 914 0 1796 2
"520" 234000 1926 2004 0 1276 0 1276 1276 804 0 2080 1
"521" 106250 1900 2000 0 0 0 0 694 600 0 1294 2
"522" 150000 1957 1957 777 467 0 1244 1244 0 0 1244 1
"523" 159000 1947 1950 399 605 0 1004 1004 660 0 1664 2
"524" 184750 2007 2008 2260 878 0 3138 3138 1538 0 4676 3
"525" 315750 1996 1997 719 660 0 1379 1383 1015 0 2398 2
"526" 176000 2005 2005 0 1257 0 1257 1266 0 0 1266 2
"527" 132000 1956 2000 377 551 0 928 928 0 0 928 1
"528" 446261 2008 2008 1330 122 0 1452 1476 1237 0 2713 2
"529" 86000 1920 2002 348 180 0 528 605 0 0 605 1
"530" 200624 1957 1975 1219 816 0 2035 2515 0 0 2515 3
"531" 175000 1988 1989 783 678 0 1461 1509 0 0 1509 2
"532" 128000 1920 1999 0 611 0 611 751 611 0 1362 2
"533" 107500 1955 2007 0 0 0 0 827 0 0 827 1
"534" 39300 1946 1950 0 0 0 0 334 0 0 334 1
"535" 178000 2004 2004 0 707 0 707 707 707 0 1414 2
"536" 107500 1910 1991 969 148 0 1117 820 527 0 1347 1
"537" 188000 1998 1999 0 880 0 880 880 844 0 1724 2
"538" 111250 1972 1972 600 264 0 864 864 0 0 864 1
"539" 158000 1968 1968 673 378 0 1051 1159 0 0 1159 1
"540" 272000 2001 2002 1358 223 0 1581 1601 0 0 1601 2
"541" 315000 2006 2006 1260 578 0 1838 1838 0 0 1838 2
"542" 248000 2000 2000 0 969 0 969 997 1288 0 2285 2
"543" 213250 1998 1999 144 379 1127 1650 1680 0 0 1680 2
"544" 133000 1998 1998 584 0 139 723 767 0 0 767 1
"545" 179665 2006 2006 554 100 0 654 664 832 0 1496 2
"546" 229000 1988 1988 1002 0 202 1204 1377 806 0 2183 2
"547" 210000 1923 1950 300 765 0 1065 915 720 0 1635 1
"548" 129500 1970 1970 619 149 0 768 768 0 0 768 1
"549" 125000 1955 1995 180 0 645 825 825 0 0 825 1
"550" 263000 2003 2004 0 912 0 912 912 1182 0 2094 2
"551" 140000 1977 1977 559 510 0 1069 1069 0 0 1069 2
"552" 112500 1957 1957 308 620 0 928 928 0 0 928 1
"553" 255500 2006 2006 0 1709 0 1709 1717 0 0 1717 2
"554" 108000 1949 2003 0 0 0 0 1126 0 0 1126 2
"555" 284000 2003 2004 866 132 0 998 1006 1040 0 2046 2
"556" 113000 1922 1950 0 993 0 993 1048 0 0 1048 1
"557" 141000 1957 1957 895 197 0 1092 1092 0 0 1092 1
"558" 108000 1920 1950 637 0 0 637 897 439 0 1336 1
"559" 175000 1996 1997 604 125 0 729 729 717 0 1446 2
"560" 234000 2003 2004 0 1374 0 1374 1557 0 0 1557 2
"561" 121500 1957 1996 1302 90 0 1392 1392 0 0 1392 1
"562" 170000 1974 1975 1071 195 123 1389 1389 0 0 1389 1
"563" 108000 1940 1969 290 706 0 996 996 0 0 996 1
"564" 185000 1918 1950 0 1163 0 1163 1163 511 0 1674 2
"565" 268000 1992 2000 728 367 0 1095 1166 1129 0 2295 2
"566" 128000 1915 1950 0 806 0 806 841 806 0 1647 1
"567" 325000 2005 2007 0 1122 0 1122 1134 1370 0 2504 2
"568" 214000 2004 2004 2 1515 0 1517 1535 0 0 1535 2
"569" 316600 1983 2009 1441 55 0 1496 1496 636 0 2132 1
"570" 135960 1979 1979 943 0 0 943 943 0 0 943 1
"571" 142600 1965 1965 231 1497 0 1728 1728 0 0 1728 2
"572" 120000 1959 1959 414 450 0 864 864 0 0 864 1
"573" 224500 2009 2009 0 846 0 846 846 846 0 1692 2
"574" 170000 2000 2000 0 384 0 384 774 656 0 1430 2
"575" 139000 1971 2005 349 23 0 372 576 533 0 1109 1
"576" 118500 1947 1950 442 390 0 832 832 384 0 1216 1
"577" 145000 1928 1950 0 861 0 861 877 600 0 1477 2
"578" 164500 1966 1966 328 285 551 1164 1320 0 0 1320 1
"579" 146000 2007 2007 0 689 0 689 703 689 0 1392 2
"580" 131500 1954 1954 0 1050 0 1050 1050 745 0 1795 2
"581" 181900 1960 1987 594 331 219 1144 1429 0 0 1429 1
"582" 253293 2008 2009 0 2042 0 2042 2042 0 0 2042 2
"583" 118500 1990 1990 816 0 0 816 816 0 0 816 1
"584" 325000 1893 2000 0 1237 0 1237 1521 1254 0 2775 3
"585" 133000 1935 1995 0 884 0 884 989 584 0 1573 1
"586" 369900 2005 2006 1460 408 0 1868 2028 0 0 2028 2
"587" 130000 1918 2000 210 0 606 816 838 0 0 838 1
"588" 137000 1982 1982 672 168 0 840 860 0 0 860 1
"589" 143000 1968 2003 1324 113 0 1437 1473 0 0 1473 1
"590" 79500 1930 1960 0 742 0 742 779 0 156 935 1
"591" 185900 2004 2004 490 280 0 770 770 812 0 1582 2
"592" 451950 2008 2008 1338 384 0 1722 1728 568 0 2296 2
"593" 138000 1982 2003 816 0 0 816 816 0 0 816 1
"594" 140000 2003 2003 685 163 0 848 848 0 0 848 1
"595" 110000 1975 1975 0 924 0 924 924 0 0 924 1
"596" 319000 2005 2006 1422 392 0 1814 1826 0 0 1826 2
"597" 114504 1910 1993 0 684 0 684 684 684 0 1368 1
"598" 194201 2006 2007 0 1258 0 1258 1402 0 0 1402 0
"599" 217500 1977 1977 1283 0 147 1430 1647 0 0 1647 2
"600" 151000 1980 1980 81 23 612 716 716 840 0 1556 2
"601" 275000 2005 2005 546 512 0 1058 1058 846 0 1904 2
"602" 141000 1937 1950 0 780 0 780 780 595 0 1375 1
"603" 220000 1992 1992 789 119 0 908 927 988 0 1915 2
"604" 151000 2004 2005 0 600 0 600 600 600 0 1200 2
"605" 221000 2002 2002 922 572 0 1494 1494 0 0 1494 2
"606" 205000 1965 1990 454 314 0 768 1186 800 0 1986 2
"607" 152000 1996 1996 732 308 0 1040 1040 0 0 1040 1
"608" 225000 1948 2002 603 293 0 896 1112 896 0 2008 3
"609" 359100 1934 1998 428 537 0 965 1940 1254 0 3194 2
"610" 118500 1961 1961 903 126 0 1029 1029 0 0 1029 1
"611" 313000 2000 2000 904 536 0 1440 1476 677 0 2153 2
"612" 148000 1978 1978 605 427 0 1032 1032 0 0 1032 2
"613" 261500 2001 2001 990 309 0 1299 1299 573 0 1872 2
"614" 147000 2007 2007 206 914 0 1120 1120 0 0 1120 1
"615" 75500 1972 1972 150 0 480 630 630 0 0 630 1
"616" 137500 1963 1963 763 173 0 936 1054 0 0 1054 1
"617" 183200 2002 2003 457 326 0 783 807 702 0 1509 2
"618" 105500 1954 1954 0 832 0 832 832 0 0 832 1
"619" 314813 2007 2007 48 1774 0 1822 1828 0 0 1828 2
"620" 305000 2003 2003 871 611 0 1482 1482 780 0 2262 2
"621" 67000 1914 1950 41 823 0 864 864 0 0 864 1
"622" 240000 1974 1997 956 384 182 1522 1548 1066 0 2614 2
"623" 135000 1977 1977 560 420 0 980 980 0 0 980 1
"624" 168500 2000 2000 420 336 0 756 756 756 0 1512 2
"625" 165150 1972 1972 247 485 0 732 1012 778 0 1790 1
"626" 160000 1962 1962 0 1116 0 1116 1116 0 0 1116 1
"627" 139900 1960 1978 0 978 0 978 1422 0 0 1422 1
"628" 153000 1955 1972 674 350 132 1156 1520 0 0 1520 1
"629" 135000 1969 1969 650 390 0 1040 1040 1040 0 2080 1
"630" 168500 1964 1964 624 288 336 1248 1350 0 0 1350 1
"631" 124000 1880 1991 0 636 0 636 1089 661 0 1750 1
"632" 209500 2006 2006 24 1530 0 1554 1554 0 0 1554 2
"633" 82500 1977 1977 822 564 0 1386 1411 0 0 1411 2
"634" 139400 1954 2005 480 108 468 1056 1056 0 0 1056 1
"635" 144000 1980 1980 1056 0 0 1056 1056 0 0 1056 0
"636" 200000 1914 1995 256 1184 0 1440 1440 1440 515 3395 2
"637" 60000 1936 1950 0 264 0 264 800 0 0 800 1
"638" 93000 1954 1954 0 811 0 811 811 576 0 1387 2
"639" 85000 1910 1950 0 796 0 796 796 0 0 796 1
"640" 264561 2006 2006 1154 366 0 1520 1567 0 0 1567 2
"641" 274000 2003 2004 1218 300 0 1518 1518 0 0 1518 1
"642" 226000 2001 2001 738 319 0 1057 1057 872 0 1929 2
"643" 345000 1972 1995 1410 542 0 1952 2000 704 0 2704 2
"644" 152000 1969 1969 493 0 287 780 780 840 0 1620 2
"645" 370878 2009 2009 1121 645 0 1766 1766 0 0 1766 2
"646" 143250 1971 1971 282 664 35 981 981 0 0 981 1
"647" 98300 1950 1950 0 0 0 0 1048 0 0 1048 1
"648" 155000 1953 1953 500 594 0 1094 1094 0 0 1094 1
"649" 155000 1966 1966 0 756 0 756 1051 788 0 1839 1
"650" 84500 1970 1970 131 0 499 630 630 0 0 630 1
"651" 205950 2007 2007 0 813 0 813 822 843 0 1665 2
"652" 108000 1940 1950 0 755 0 755 755 755 0 1510 1
"653" 191000 1996 1996 0 880 0 880 909 807 0 1716 2
"654" 135000 1906 1995 0 756 0 756 756 713 0 1469 1
"655" 350000 1995 1995 1696 413 0 2109 2113 0 0 2113 2
"656" 88000 1971 1971 0 525 0 525 525 567 0 1092 1
"657" 145500 1959 2006 806 247 0 1053 1053 0 0 1053 1
"658" 149000 1931 2000 0 776 0 776 851 651 0 1502 1
"659" 97500 1948 1950 0 912 0 912 912 546 0 1458 1
"660" 167000 1964 1999 637 849 0 1486 1486 0 0 1486 1
"661" 197900 1976 1976 0 793 0 793 1142 793 0 1935 2
"662" 402000 1994 2005 1361 88 180 1629 1686 762 0 2448 2
"663" 110000 1968 1968 0 1392 0 1392 1392 0 0 1392 1
"664" 137500 1972 1972 920 38 180 1138 1181 0 0 1181 2
"665" 423000 2005 2006 1721 356 0 2077 2097 0 0 2097 1
"666" 230500 2000 2000 0 1406 0 1406 1454 482 0 1936 2
"667" 129000 1965 1979 187 111 723 1021 1465 915 0 2380 2
"668" 193500 1994 1998 1138 270 0 1408 1679 0 0 1679 2
"669" 168000 1956 1987 988 200 0 1188 1437 0 0 1437 1
"670" 137500 1922 1950 0 700 0 700 1180 0 0 1180 1
"671" 173500 2005 2005 193 545 0 738 738 738 0 1476 2
"672" 103600 1925 1950 551 121 0 672 697 672 0 1369 2
"673" 165000 1977 1977 767 441 0 1208 1208 0 0 1208 1
"674" 257500 1957 2004 1186 291 0 1477 1839 0 0 1839 2
"675" 140000 1965 1965 892 244 0 1136 1136 0 0 1136 1
"676" 148500 1978 1978 311 544 0 855 855 586 0 1441 2
"677" 87000 1900 1950 0 1095 0 1095 1095 679 0 1774 2
"678" 109500 1924 2006 0 768 0 768 792 0 0 792 1
"679" 372500 2008 2008 0 2046 0 2046 2046 0 0 2046 2
"680" 128500 1961 1961 827 161 0 988 988 0 0 988 1
"681" 143000 1980 1980 543 261 119 923 923 0 0 923 2
"682" 159434 1932 2000 182 611 0 793 848 672 0 1520 1
"683" 173000 1996 1997 1003 288 0 1291 1291 0 0 1291 1
"684" 285000 2002 2002 1059 567 0 1626 1668 0 0 1668 2
"685" 221000 1998 1998 0 1195 0 1195 1195 644 0 1839 2
"686" 207500 1984 1984 828 180 182 1190 1190 900 0 2090 2
"687" 227875 2007 2007 0 874 0 874 874 887 0 1761 3
"688" 148800 2004 2004 239 312 0 551 551 551 0 1102 2
"689" 392000 2007 2007 945 474 0 1419 1419 0 0 1419 2
"690" 194700 2005 2006 20 1342 0 1362 1362 0 0 1362 2
"691" 141000 2004 2004 697 151 0 848 848 0 0 848 1
"692" 755000 1994 1995 1455 989 0 2444 2444 1872 0 4316 3
"693" 335000 1989 1990 965 245 0 1210 1238 1281 0 2519 2
"694" 108480 1921 1968 0 1073 0 1073 1073 0 0 1073 1
"695" 141500 1936 1950 0 927 0 927 1067 472 0 1539 1
"696" 176000 1987 1987 980 92 40 1112 1137 0 0 1137 2
"697" 89000 1921 1950 616 0 0 616 616 0 0 616 1
"698" 123500 1952 1952 210 219 551 980 1148 0 0 1148 1
"699" 138500 1965 2009 553 224 117 894 894 0 0 894 1
"700" 196000 2004 2004 16 1375 0 1391 1391 0 0 1391 2
"701" 312500 2002 2002 1274 526 0 1800 1800 0 0 1800 2
"702" 140000 1969 1969 0 1164 0 1164 1164 0 0 1164 1
"703" 361919 2006 2006 0 1234 0 1234 1264 1312 0 2576 2
"704" 140000 1900 1996 0 360 0 360 1032 780 0 1812 2
"705" 213000 2004 2005 712 761 0 1473 1484 0 0 1484 2
"706" 55000 1930 1950 0 0 0 0 372 720 0 1092 2
"707" 302000 1971 2002 1219 424 0 1643 1824 0 0 1824 2
"708" 254000 2006 2006 863 461 0 1324 1324 0 0 1324 2
"709" 179540 2007 2007 0 728 0 728 728 728 0 1456 2
"710" 109900 1966 1966 0 876 0 876 904 0 0 904 1
"711" 52000 1935 2003 0 270 0 270 729 0 0 729 1
"712" 102776 1900 1950 0 859 0 859 859 319 0 1178 1
"713" 189000 1988 1989 767 461 0 1228 1228 0 0 1228 2
"714" 129000 1970 1970 789 171 0 960 960 0 0 960 1
"715" 130500 1976 2005 533 192 0 725 725 754 0 1479 2
"716" 165000 1974 1974 0 1064 0 1064 1350 0 0 1350 2
"717" 159500 1890 1998 0 718 0 718 1576 978 0 2554 1
"718" 157000 1973 2000 1084 92 0 1176 1178 0 0 1178 1
"719" 341000 1993 1994 1173 138 0 1311 1325 1093 0 2418 2
"720" 128500 1969 1969 523 448 0 971 971 0 0 971 1
"721" 275000 1985 1985 1148 594 0 1742 1742 0 0 1742 2
"722" 143000 2004 2004 662 186 0 848 848 0 0 848 1
"723" 124500 1970 1970 191 673 0 864 864 0 0 864 1
"724" 135000 1954 1972 0 941 0 941 997 473 0 1470 2
"725" 320000 2007 2008 1234 464 0 1698 1698 0 0 1698 2
"726" 120500 1970 1970 375 250 239 864 864 0 0 864 1
"727" 222000 1988 2007 808 72 0 880 1680 0 0 1680 2
"728" 194500 2007 2007 724 508 0 1232 1232 0 0 1232 2
"729" 110000 1958 1958 0 1584 0 1584 1776 0 0 1776 2
"730" 103000 1925 1950 152 628 0 780 848 0 360 1208 1
"731" 236500 1995 1996 1180 415 0 1595 1616 0 0 1616 2
"732" 187500 2003 2003 786 82 0 868 1146 0 0 1146 2
"733" 222500 1998 1999 252 901 0 1153 1153 878 0 2031 2
"734" 131400 1961 1983 594 270 0 864 1144 0 0 1144 1
"735" 108000 1968 1968 0 948 0 948 948 0 0 948 1
"736" 163000 1914 1970 390 490 0 880 880 888 0 1768 1
"737" 93500 1950 1950 0 0 0 0 1040 0 0 1040 2
"738" 239900 2005 2005 0 893 0 893 901 900 0 1801 2
"739" 179000 1987 1988 1200 0 0 1200 1200 0 0 1200 3
"740" 190000 2004 2004 0 864 0 864 864 864 0 1728 2
"741" 132000 1910 2002 0 264 0 264 768 664 0 1432 2
"742" 142000 1961 1996 832 80 0 912 912 0 0 912 1
"743" 179000 2000 2001 0 1349 0 1349 1349 0 0 1349 2
"744" 175000 1963 1999 444 76 0 520 1464 0 0 1464 2
"745" 180000 1993 1993 733 604 0 1337 1337 0 0 1337 2
"746" 299800 1976 1996 575 487 80 1142 1175 1540 0 2715 3
"747" 236000 2000 2000 300 652 0 952 980 1276 0 2256 2
"748" 265979 1880 2003 0 1240 0 1240 1320 1320 0 2640 1
"749" 260400 1996 1996 919 801 0 1720 1720 0 0 1720 2
"750" 98000 1945 1950 0 0 0 0 1088 441 0 1529 2
"751" 96500 1910 2004 0 576 0 576 792 348 0 1140 1
"752" 162000 2003 2003 0 660 0 660 660 660 0 1320 2
"753" 217000 1997 1997 1200 279 0 1479 1494 0 0 1494 2
"754" 275500 2005 2005 0 1030 0 1030 1038 1060 0 2098 2
"755" 156000 1969 2005 439 115 472 1026 1026 0 0 1026 1
"756" 172500 1999 1999 381 348 0 729 742 729 0 1471 2
"757" 212000 2007 2007 20 846 0 866 866 902 0 1768 2
"758" 158900 1978 1978 438 234 0 672 672 714 0 1386 2
"759" 179400 1999 1999 549 195 0 744 757 744 0 1501 2
"760" 290000 1995 1995 56 1198 64 1318 1328 1203 0 2531 2
"761" 127500 1959 1959 612 252 0 864 864 0 0 864 1
"762" 100000 1924 1950 405 740 0 1145 1301 0 0 1301 1
"763" 215200 2009 2009 24 732 0 756 764 783 0 1547 2
"764" 337000 1999 1999 1163 89 0 1252 1268 1097 0 2365 2
"765" 270000 1995 1996 437 0 1057 1494 1494 0 0 1494 1
"766" 264132 2008 2008 0 1498 0 1498 1506 0 0 1506 2
"767" 196500 1988 1988 394 586 0 980 980 734 0 1714 2
"768" 160000 1940 1985 660 323 0 983 983 767 0 1750 2
"769" 216837 2004 2005 24 1836 0 1860 1836 0 0 1836 2
"770" 538000 2003 2003 1416 234 0 1650 1690 1589 0 3279 3
"771" 134900 1982 1982 685 173 0 858 858 0 0 858 1
"772" 102000 1951 1951 836 0 0 836 1220 0 0 1220 1
"773" 107000 1976 1976 422 480 127 1029 1117 0 0 1117 1
"774" 114500 1958 1958 456 456 0 912 912 0 0 912 1
"775" 395000 2006 2006 0 1935 0 1935 1973 0 0 1973 2
"776" 162000 1998 1998 866 338 0 1204 1204 0 0 1204 2
"777" 221500 2005 2006 20 1594 0 1614 1614 0 0 1614 2
"778" 142500 1974 1974 762 102 0 864 894 0 0 894 1
"779" 144000 1977 1977 0 0 0 0 2020 0 0 2020 2
"780" 135000 1977 1977 975 0 0 975 1004 0 0 1004 1
"781" 176000 1995 1996 0 1237 0 1237 1253 0 0 1253 2
"782" 175900 1992 1992 387 374 0 761 810 793 0 1603 2
"783" 187100 2001 2002 0 1413 0 1413 1430 0 0 1430 2
"784" 165500 1978 1978 1097 0 0 1097 1110 0 0 1110 1
"785" 128000 1914 2001 0 742 0 742 742 742 0 1484 2
"786" 161500 1967 1967 251 491 630 1372 1342 0 0 1342 2
"787" 139000 1915 1950 686 0 0 686 966 686 0 1652 2
"788" 233000 2004 2004 656 300 0 956 956 1128 0 2084 2
"789" 107900 1954 2000 0 901 0 901 901 0 0 901 1
"790" 187500 1966 2007 568 264 0 832 976 1111 0 2087 2
"791" 160200 2005 2006 16 1129 0 1145 1145 0 0 1145 2
"792" 146800 1976 1976 539 490 0 1029 1062 0 0 1062 1
"793" 269790 1996 1997 862 255 0 1117 1127 886 0 2013 2
"794" 225000 2007 2007 0 1496 0 1496 1496 0 0 1496 2
"795" 194500 1994 1996 0 712 0 712 1086 809 0 1895 2
"796" 171000 1980 1981 0 650 0 650 888 676 0 1564 2
"797" 143500 1977 1977 0 660 0 660 1285 0 0 1285 1
"798" 110000 1953 1953 570 203 0 773 773 0 0 773 1
"799" 485000 2008 2009 0 1926 0 1926 1966 1174 0 3140 3
"800" 175000 1937 1950 569 162 0 731 981 787 0 1768 1
"801" 200000 1997 1997 462 154 0 616 616 1072 0 1688 2
"802" 109900 1916 1990 197 999 0 1196 1196 0 0 1196 1
"803" 189000 2005 2005 648 80 0 728 728 728 0 1456 2
"804" 582933 2008 2009 0 1734 0 1734 1734 1088 0 2822 3
"805" 118000 1954 1954 812 124 0 936 1128 0 0 1128 1
"806" 227680 2008 2008 0 1417 0 1417 1428 0 0 1428 2
"807" 135500 1967 1967 400 100 480 980 980 0 0 980 2
"808" 223500 1923 2004 1309 15 0 1324 1072 504 0 1576 1
"809" 159950 1966 1966 516 380 128 1024 1086 0 0 1086 1
"810" 106000 1898 1965 0 849 0 849 1075 1063 0 2138 2
"811" 181000 1974 1999 663 0 377 1040 1309 0 0 1309 1
"812" 144500 2004 2004 662 186 0 848 848 0 0 848 1
"813" 55993 1952 1952 0 540 0 540 1044 0 0 1044 1
"814" 157900 1958 1958 608 834 0 1442 1442 0 0 1442 1
"815" 116000 1918 1950 0 686 0 686 686 564 0 1250 1
"816" 224900 1998 1998 0 1649 0 1649 1661 0 0 1661 2
"817" 137000 1954 1954 486 522 0 1008 1008 0 0 1008 1
"818" 271000 2002 2002 1218 350 0 1568 1689 0 0 1689 2
"819" 155000 1971 1971 504 506 0 1010 1052 0 0 1052 1
"820" 224000 2009 2010 733 625 0 1358 1358 0 0 1358 2
"821" 183000 2003 2003 0 798 0 798 798 842 0 1640 2
"822" 93000 1953 1953 0 936 0 936 936 0 0 936 1
"823" 225000 2003 2003 0 847 0 847 847 886 0 1733 2
"824" 139500 1940 1950 0 778 0 778 944 545 0 1489 2
